ydl,pll,evaluation,date,label
1596,1,海王日线周线月线统统崩盘，14.8-16元之间做T，封底吸,03-26 22:09,1
634,1,$中远海控(SH601919)$下周一能高开嘛？概率大概多大啊,03-26 21:50,2
538,2,$中远海控(SH601919)$股吧渐渐冷清，热度退去，走吧，,03-26 21:38,2
340,0,宁王发消息了，海王应该出海用氢能源！,03-26 20:57,1
228,0,$中远海控(SH601919)$坐等消息,03-26 20:43,1
581,0,$中远海控(SH601919)$时隔一年，抛开国庆那周，远洋也,03-26 20:31,2
748,3,$中远海控(SH601919)$现在把零钱凑起来能买100股就买,03-26 20:03,1
513,1,据我所知，大批的人在卖出,03-26 19:45,1
249,0,$中远海控(SH601919)$神华又给你做了一个榜样，看你学,03-26 19:05,2
260,0,$中远海控(SH601919)$航母要起动了,03-26 18:58,2
706,4,$中远海控(SH601919)$电动车买好了，下星期不行就去做,03-26 18:25,1
233,0,$中远海控(SH601919)$的海狗，,03-26 17:41,2
1526,5,但行好事，莫做恶人！,03-26 17:17,2
1311,3,下周开始爆炒低估值业绩股。,03-26 17:12,1
237,0,真难,03-26 16:29,2
354,0,青年兴则国家兴，青年强则国家强,03-26 15:58,1
828,4,会向14元进行吗,03-26 15:54,1
824,3,$中远海控(SH601919)$数据持续曝光，这波要到12、13了,03-26 15:49,1
612,2,$中远海控(SH601919)$如果这个市场里像中远海控这样的,03-26 15:32,2
285,0,加仓，干起，不到十五不收手,03-26 15:23,1
267,0,给韭菜们留点根可以吗？如果根都没了，还会长久吗？高,03-26 14:41,2
889,5,$中远海控(SH601919)$这股吧里宵小鼠辈太多了，目前股,03-26 14:41,2
7846,12,关于中远海控2022年一二月业绩、2021年分红问题,03-26 14:02,1
652,2,$中远海控(SH601919)$我告诉大家怎么救海控，500亿还,03-26 13:41,2
866,2,$中国神华(SH601088)$压力给到$中远海控(SH601919)$净,03-26 13:11,2
2328,18,中远海控的投资逻辑环境发生了跟本性改变,03-26 12:52,1
416,0,2000亿市场，百亿融资，危,03-26 12:16,2
317,0,900亿利润，就这样？,03-26 11:51,2
611,1,$中远海控(SH601919)$看k线，日线高高在上，离月线太,03-26 11:25,1
3204,10,这次分红除了现金，是不是还会有资本金转增股份的计划,03-26 11:02,2
806,5,$中远海控(SH601919)$反正我是16的本再跌能跌到哪里，,03-26 10:57,2
434,3,破为了,03-26 10:48,2
867,8,$中远海控(SH601919)$筹码成本17.55低于15这个价格持,03-26 10:33,1
2368,16,如果分红10派20元，持有1000股，成本16.2，收盘16.2，,03-26 10:24,1
498,1,$中远海控(SH601919)$对比神华，高下立判,03-26 10:22,1
925,5,没时间砸盘了吧,03-26 09:59,2
644,1,听说今年业绩连去年一半都没有？,03-26 08:05,2
957,3,中远海控03月25日被沪股通减持1701.52万股,03-26 07:53,2
371,0,中远海控：融资净偿还4183.08万元，融资余额97.49亿元,03-26 07:32,2
339,0,$中远海控(SH601919)$下周三出年报了，主力赶紧打压股,03-26 07:29,2
734,3,$中远海控(SH601919)$空方要补筹码了,03-26 06:50,1
690,4,$中远海控(SH601919)$这世上没有人可以随随便便成功。,03-26 06:39,2
824,1,业绩会上几个豺狼虎豹，准备要吃小股东的人血馒头了,03-26 04:10,2
1275,6,$中远海控(SH601919)$最混沌的时刻开始了，年报的预期,03-26 02:24,2
379,0,转发,03-26 01:47,1
1097,4,$中远海控(SH601919)$愿赌服输，高分红板上钉钉！,03-26 01:13,1
660,1,$中远海控(SH601919)$这个票不跌倒8块钱我断,03-26 01:12,2
875,2,$中远海控(SH601919)$看看东方海外的分红提案，以中远,03-26 00:13,1
358,0,各位价值投资们，信不信，如果更名为中远地产或者ST中,03-25 23:56,1
278,0,$中远海控(SH601919)$下周继续跌，别再拿小散开涮了，,03-25 23:55,2
542,0,$中远海控(SH601919)$持有的两只长线股，其中一只神华,03-25 23:52,1
1765,7,$中远海控(SH601919)$今天割肉了，但是看到说是东方海,03-25 23:43,1
492,1,$中远海控(SH601919)$有现金分红的股票吗？,03-25 23:06,2
750,5,$中远海控(SH601919)$外围航运都在跌，nnd涨不跟，下,03-25 22:37,2
259,0,$中远海控(SH601919)$万亿海控，船沉大海！,03-25 22:35,2
552,2,$中远海控(SH601919)$都在等分红？真到分红的时候估计,03-25 22:27,2
303,0,散户太多了涨不起来涨一点点就又跌,03-25 22:22,2
522,2,“中国神华”每股分红2.54元,03-25 22:16,1
773,4,$中远海控(SH601919)$回购也好，业绩优也好，下跌途中,03-25 22:01,2
4036,40,3.25收盘心得:上个星期五尾盘入场海控，一直以16.6的,03-25 21:50,1
514,2,$中远海控(SH601919)$中国神话[大笑][大笑][大笑],03-25 21:46,2
1316,7,$中远海控(SH601919)$今天离场或坚守的目前还是内心忐,03-25 21:35,1
258,0,$中远海控(SH601919)$下周一我就进,03-25 21:22,1
590,3,$中远海控(SH601919)$只说一句三年分红方案能让我满意,03-25 21:15,2
1101,6,明显头肩底结构，15块补仓,03-25 20:55,2
620,3,31号前几天肯定会使劲跌收集筹码,03-25 20:50,2
231,0,海狗，你真不争气,03-25 20:43,2
6280,16,分红就是成长，分红甚至好于成长,03-25 20:42,1
553,1,这样的PE还爬不起来，利好也爬不起来，存心坑害股民吗,03-25 20:39,2
823,2,获悉，海运股集体走低，截至发稿，东方海外国际(00316,03-25 20:38,2
748,5,$中远海控(SH601919)$必须二次寻底并获得支撑后才有希,03-25 20:35,1
652,3,$中远海控(SH601919)$海狗子,03-25 20:32,2
408,1,$中远海控(SH601919)$今年要是不分红那就该退市[大笑],03-25 20:30,2
1227,8,下周海控一波新的行情来了，绝地起飞,03-25 19:59,1
282,0,$中远海控(SH601919)$东方海外是好公司，市场不好也赚,03-25 19:56,1
977,5,海控可靠消息十股送六元多一点，下周见分晓。,03-25 19:51,1
220,0,铁老盛,03-25 19:49,1
240,0,第二个老盛是谁？,03-25 19:47,2
221,0,参照铁路,03-25 19:45,2
185,0,参照铁路,03-25 19:42,2
306,1,铁路进去了，海路的还远吗？,03-25 19:40,2
255,0,实在看不下去了你去看看中国神华人家的分红,03-25 19:39,2
565,4,智者买进坚定持有必有厚报,03-25 19:32,1
288,0,$中远海控(SH601919)$中国神华把去年的净利润五百多亿,03-25 19:21,2
479,2,好吧。拿了不止半年了，现在亏越来越多。没回本。怎么,03-25 19:14,2
413,1,年报估计也是跌，大家别对年报有幻想，此股反人性。,03-25 19:04,2
1007,6,割了一半，换了股，有信心换的股上涨可补回割肉损失。,03-25 18:59,1
866,0,海控我几个月之前就说了，19块有强压力，反弹到19块左,03-25 18:43,2
218,0,无语了,03-25 18:38,2
386,1,$中远海控(SH601919)$10块很快了！,03-25 18:34,2
277,0,听股王说下周跌到12元附近，年底跌到8元，然后横盘10,03-25 18:21,2
252,0,$中远海控(SH601919)$大家跌的时候，海控肯定跌，大家,03-25 18:20,2
215,0,被唱多拖PUA的散户们你们还好吗？下周海控又要去摸一,03-25 18:07,2
212,0,$中远海控(SH601919)$这么多托还拿分红来忽悠，真是服,03-25 18:07,2
842,2,（5.382+20.358）/219= 11.75%,03-25 18:03,1
519,1,今天北上没上榜，谁在卖，主力流出5亿是老鼠仓??,03-25 18:02,2
599,3,去年海螺水泥分红2块，直接几个涨停，后面干到四五十,03-25 18:01,2
837,10,东方海外国际70%利润用于回报股东，海控10几年没分配,03-25 17:49,2
479,1,$中远海控(SH601919)$把钱还我，我不玩了,03-25 17:46,2
847,3,海控赚了这么多钱，如果来个啥收购或者参股，随便沾个,03-25 17:39,2
214,0,中远海控到底被谁空了？,03-25 17:33,2
883,2,无差别杀估值，市值大是原罪。200多亿利润全分红，也,03-25 17:32,2
188,0,这个股吧，真的是各方神圣，虾兵蟹将，鱼龙混杂，千奇,03-25 17:25,2
488,1,$东方海外国际(00316.HK)$中期盈利28亿，派33元息.末,03-25 17:24,1
365,0,$中遠海控(SH601919)$$東方海外國際(00316.HK)$中期盈,03-25 17:23,2
1183,5,【2022.03.25】重磅利好： 国务院将成立金融稳定保障,03-25 17:18,1
181,0,$中远海控(SH601919)$今天先进一点试试水温,03-25 17:18,1
197,0,$中远海控(SH601919)$别人恐惧我贪婪！进场,03-25 17:14,2
217,0,$中远海控(SH601919)$你们太不了解央企了……。高高举,03-25 17:12,2
264,2,看看子公司,03-25 16:53,1
342,0,问题是这么多人在等着海控起航，市场会给海控一次机会,03-25 16:46,1
950,6,我承认我错了第一次到33没有卖除权后告诉自己到23就卖,03-25 16:46,2
1297,3,$中远海控(SH601919)$接一下怪哥的班说一下。月线已经,03-25 16:45,1
582,4,大家好，我是大舅哥，刚刚得到消息，下周海控拉升，今,03-25 16:44,1
368,1,大家好，我是大舅哥，刚刚得到消息，下周海控拉升，今,03-25 16:43,1
184,0,大家好，我是大舅哥，刚刚得到消息，下周海控拉升，今,03-25 16:42,1
359,1,回购什么时候对现,03-25 16:37,2
185,0,$中远海控(SH601919)$所有均线已跌破，下降趋势，都等,03-25 16:34,2
223,0,中远海控钉子户，人家唱空是想低价上车你唱空纯是无聊,03-25 16:33,1
548,6,东方海外一直不出年报感觉不太好,03-25 16:31,2
308,0,我就说两句，我看好海控。资金撤退是因为要周末避险。,03-25 16:18,2
305,2,大只讲,03-25 15:53,2
1887,17,$中远海控(SH601919)$这就是你们的鹏哥，本来在海狗上,03-25 15:51,1
183,0,$中远海控(SH601919)$钉子裤今天又跌了，你还在不？挺,03-25 15:47,2
998,5,为了3月31日的年报分红加回购，T了1毛5的又进来了，无,03-25 15:40,1
228,0,CCFI报3274.9SCFI报4434.07继续下跌中……,03-25 15:39,2
485,5,$中远海控(SH601919)$万绿上任后在市值管理方面做过些,03-25 15:36,2
258,0,价格均线上穿下穿双向做中远0325操作,03-25 15:35,2
895,7,别去买其他，等着就可以了，每次更低价格买回就行，外,03-25 15:32,1
150,0,又掉到15快平台了。如果拉不起来就费了,03-25 15:30,2
142,0,彻底废了,03-25 15:25,2
578,5,难道每股5.57元的业绩就值十几元？基金经理拿着基民的,03-25 15:23,1
145,0,股价代表一切，其他都是扯淡,03-25 15:23,2
142,0,收对子底，希望下週加油,03-25 15:23,1
118,0,$中远海控(SH601919)$那些研究员都系看不透摸不透中远,03-25 15:17,2
145,0,$中远海控(SH601919)$那些研究员都系看不透摸不透中远,03-25 15:17,2
132,0,$中远海控(SH601919)$那些研究员都系看不透摸不透中远,03-25 15:17,2
308,1,知道没有好行情，就是不走，这就是散户亏钱的原因,03-25 15:15,2
140,0,$中远海控(SH601919)$忍了好几天终于还是回来了,03-25 15:14,1
129,0,$中远海控(SH601919)$忍了好几天终于还是回来了,03-25 15:14,1
138,0,下周可以关注它了,03-25 15:12,2
141,0,距离我预期的15.5，还差点，所以下周再建仓，大概率15,03-25 15:11,1
133,0,$中远海控(SH601919)$，海狗是！,03-25 15:09,2
156,0,$中远海控(SH601919)$看着吧，下周一还要低开低走，今,03-25 15:08,2
146,0,$中远海控(SH601919)$中远海绿不适合做价值投资，只适,03-25 15:05,2
150,0,主力早就融券做空了,03-25 15:03,2
156,0,$中远海控(SH601919)$赚这么多钱，市值才这么点，有问,03-25 15:03,1
294,0,海控的诡异走势，告诉了大家什么叫价值投资。,03-25 15:03,2
521,2,$中远海控(SH601919)$挥别错的才能和对的相逢。我持股,03-25 15:02,1
148,0,$中远海控(SH601919)$终于止跌了[大笑][赞],03-25 15:02,1
372,2,15.8接了，下周看着慌啊[再见],03-25 15:01,1
134,0,一起举报这个孙子,03-25 15:01,2
278,2,今天怎么回事？到处都在砸盘。,03-25 15:01,2
142,0,$中远海控(SH601919)$翻船了,03-25 15:01,2
145,0,$中远海控(SH601919)$又几乎是最低价收市！完了吧？,03-25 14:58,2
154,0,下星期开始涨不停,03-25 14:57,1
266,2,$中远海控(SH601919)$脸都不要了！,03-25 14:56,2
293,2,$中远海控(SH601919)$尾巴翘，明天估计早盘还有要跌,03-25 14:55,2
168,0,月线不妙，拉不起来就又是无间地狱,03-25 14:55,2
154,0,$中远海控(SH601919)$尾巴翘，明天估计早盘还有要跌,03-25 14:55,2
132,0,放量了吗，放了！涨了吗？没有[摊手],03-25 14:55,2
143,0,$中远海控(SH601919)$A股的压舱石、定海神针！表现不,03-25 14:53,2
127,0,$中远海控(SH601919)$把你按在地上摩擦摩擦,03-25 14:53,1
121,0,真希望这垃圾忽然宣布明天退市了。。大家也就好死了这,03-25 14:53,2
866,9,$中国医药(SH600056)$$浙江建投(SZ002761)$喜提两个跌,03-25 14:52,2
125,0,$中远海控(SH601919)$应该再观望观望的，唉！又被套了,03-25 14:52,2
130,0,$中远海控(SH601919)$黑色星期四后又深黑色星期五。。,03-25 14:51,2
281,2,$中远海控(SH601919)$涨几天不够你一天跌的，你是真孙,03-25 14:48,2
414,6,这个点不进，还等什么？,03-25 14:47,2
121,0,$中远海控(SH601919)$下周一这垃圾继续看跌,03-25 14:46,2
125,0,$中远海控(SH601919)$抢,03-25 14:43,1
288,2,$中远海控(SH601919)$可以抄这家伙了吗,03-25 14:41,2
114,0,海控主力狗改不了吃史,03-25 14:40,2
483,2,$中远海控(SH601919)$马上年报和季报了，这拼命砸，难,03-25 14:40,2
105,0,去吧,03-25 14:40,2
490,1,下星期大盘还是看缩量震荡。,03-25 14:38,2
120,0,是了妈吗，这个走势？？？？,03-25 14:37,2
103,0,可以骂人不？dgb,03-25 14:34,2
125,0,$中远海控(SH601919)$跳水开始,03-25 14:34,2
552,7,$中远海控(SH601919)$今天好多人割了,03-25 14:33,2
135,0,$中远海控(SH601919)$海狗太垃圾了[坏笑][坏笑][坏笑],03-25 14:32,2
128,0,这么多脱单，必跌啊,03-25 14:32,2
101,0,明天继续咂,03-25 14:31,2
297,3,我是真看不懂一堆散户听着一个叫大V的省心省力的买海,03-25 14:26,1
106,0,都是套牢盘,03-25 14:26,2
123,0,都是散户的盘，难哦,03-25 14:25,2
265,2,$中远海控(SH601919)$加仓加仓，明天吃肉,03-25 14:24,1
644,3,$中远海控(SH601919)$感觉还会再跌，不过没关系，再跌,03-25 14:24,2
953,5,我的成本价是10.67下到这个位置我再补,03-25 14:20,1
123,0,$中远海控(SH601919)$庆祝一下世联行涨停[鼓掌][鼓掌],03-25 14:20,1
157,0,大家快跑，马上暴跌。,03-25 14:19,2
333,2,$中远海控(SH601919)$哈哈继续[抄底][抄底][抄底],03-25 14:17,1
1591,13,对于海狗，我算是看出来了，每天早上卖出，尾盘买入，,03-25 14:16,2
451,5,$中远海控(SH601919)$北上资金殺盘,03-25 14:14,1
372,2,去年见证了33左右的，今天进了99手，看好中远[拳头][,03-25 14:13,1
123,0,$中远海控(SH601919)$是时候说再见了海控伤心之地,03-25 14:10,2
106,0,早上跑对了[微笑],03-25 14:10,2
95,0,跌停吧！,03-25 14:09,2
257,0,$中远海控(SH601919)$别再吹分红回购了，看看一个月主,03-25 14:09,1
882,15,$中远海控(SH601919)$全部已卖，三百万亏的剩150，再,03-25 14:07,2
225,3,速度抢筹，速度买入，抄省心省力的底！！！！,03-25 14:07,1
405,2,$中远海控(SH601919)$这种敏感大盘股会先于大盘做出调,03-25 14:07,2
386,1,$中远海控(SH601919)$再见，我也割了，等不了了，如果,03-25 13:57,2
132,0,日收入2点几亿的股，同板块垫低，连蹭热点亏损股都不,03-25 13:56,2
282,2,到14了就可以进了。,03-25 13:56,1
293,2,$中远海控(SH601919)$快点买接盘侠们,03-25 13:51,1
113,0,$中远海控(SH601919)$14见,03-25 13:50,2
178,1,快跌停，我接,03-25 13:49,2
395,3,每天阴跌不知道哪来的筹码,03-25 13:45,2
105,0,$中远海控(SH601919)$手建又买进来了,03-25 13:45,1
172,1,十年不走,03-25 13:43,2
95,0,$中远海控(SH601919)$因为这个害人精的股，错过了几个,03-25 13:43,1
230,3,$中远海控(SH601919)$没有用，有本事跌停，就是不卖，,03-25 13:42,2
117,0,健康的中远必会吸引健康的投资者,03-25 13:42,1
357,1,割肉的越多，分红的小股东越少，现金就留在公司了[大,03-25 13:41,2
117,0,稳预期的楷模,03-25 13:41,1
124,0,$中远海控(SH601919)$今天机构托单压低估价疯狂吸收散,03-25 13:40,2
551,3,$中远海控(SH601919)$空仓一个月了，买点做T,03-25 13:38,1
105,0,哈哈总是看好你,03-25 13:37,1
99,0,$中远海控(SH601919)$来回洗，不间断,03-25 13:37,1
109,0,假消息要坐牢的,03-25 13:36,2
903,4,回购分红不是重点，大股东增持没有结束是关键，快了，,03-25 13:31,2
102,0,$中远海控(SH601919)$每天一句牛b送给鸡与狗,03-25 13:31,2
250,1,$中远海控(SH601919)$今年会趋向价值股，没有业绩支撑,03-25 13:29,1
98,0,$中远海控(SH601919)$上过新闻的没有几个好票,03-25 13:28,2
102,0,$中远海控(SH601919)$垃圾股,03-25 13:27,2
250,2,$中远海控(SH601919)$这个股别玩了，养猪的亏损百亿都,03-25 13:25,2
120,0,$中远海控(SH601919)$[叹气]浪费了我一年的时间,03-25 13:25,2
236,1,咋不跌停，跌停来一个,03-25 13:25,2
469,2,中国人寿副总裁：目前的股价没有反映公司的价值澎湃新,03-25 13:23,1
91,0,妹,03-25 13:23,2
108,0,$中远海控(SH601919)$想要把股价拉起来，不像上次中小,03-25 13:22,2
402,3,请给省大一点面子，他今天加仓三十多万，请速度拉红！,03-25 13:22,1
92,0,$中远海控(SH601919)$说好的星辰大海呢？[滴汗][滴汗],03-25 13:21,2
807,11,$中远海控(SH601919)$迫切想知道这条消息的真实性,03-25 13:21,1
94,0,看看人家的，再来看看你，真他M恶心,03-25 13:20,2
290,2,高送转了！,03-25 13:20,1
287,0,中国人寿副总裁：目前的股价没有反映公司的价值澎湃新,03-25 13:20,1
278,3,$中远海控(SH601919)$像今这个调法，散户该尿裤子了吧,03-25 13:17,2
107,0,海控真的一天世界,03-25 13:17,2
106,0,什么时候分红,03-25 13:17,2
100,0,在这哭爹叫娘有用吗？空仓多好[大笑],03-25 13:16,2
155,0,万绿龟你倒是出点方案出来啊，你的利好啊，回购啊，,03-25 13:15,2
105,0,万绿龟，你到时出来说说，你公司是不是要破产了,03-25 13:14,2
212,3,$中远海控(SH601919)$是省子砸盘吗？[滴汗],03-25 13:13,2
94,0,一路向西，西天的西,03-25 13:13,2
209,1,按照这个形势公司是要破产了了吗,03-25 13:13,2
308,6,风险远高于利润了！大额计提！,03-25 13:12,1
83,0,买了海控死都不知怎么死,03-25 13:11,2
110,0,躲过了初一没躲过十五，最终还是被套,03-25 13:08,2
118,0,好了，我割肉了，真惨，来股市送钱来了,03-25 13:08,2
663,5,$中远海控(SH601919)$16.14的本，下个月能回本？,03-25 13:07,1
236,3,$中远海控(SH601919)$加仓机会来了，还能跌多少,03-25 13:06,2
119,0,$中远海控(SH601919)$跌起来像窜稀，涨的时候像便秘--,03-25 13:01,2
213,1,$中远海控(SH601919)$最近的跌法，此股定有蹊跷，莫非,03-25 13:00,2
334,1,静等再次建仓的机会。,03-25 12:49,1
347,4,年报不及预期，到时候还有一个跌停,03-25 12:48,2
111,0,令人绝望的走势！！！我擦。,03-25 12:46,1
106,0,绝对会回到11，相信我,03-25 12:45,2
115,0,$中远海控(SH601919)$今年不上三十老子直播，立贴为证,03-25 12:42,2
220,2,这么多人割肉就放心了，明天拉起,03-25 12:38,1
121,0,可能中远这样业绩优异的个股比较容易得到人们关注、信,03-25 12:38,1
109,0,$中远海控(SH601919)$先破十五,03-25 12:38,2
1171,15,@中远海控钉子户 狗托，说说看从老子去年来这里后怼你,03-25 12:36,2
271,1,10转6分10元，海王年报下周三晚公布,03-25 12:34,2
114,0,$中远海控(SH601919)$早说了下跌趋势改变不了的，托太,03-25 12:29,2
241,4,$中远海控(SH601919)$这个星期刚外面打野一个星期把在,03-25 12:25,1
498,7,感觉要跌到14块了今天,03-25 12:23,2
197,0,东南亚海运费还在涨，预期下月调涨一成,03-25 12:21,1
134,0,$中远海控(SH601919)$芭比球了放量大跌，和之前11月底,03-25 12:11,2
343,2,海控的保密措施太差了！！张铭文减持在最高点！！真牛,03-25 12:11,2
244,1,今天的暴跌，应该是说明，分红很少吧……,03-25 12:00,2
258,3,都不懂哪里出问题了，,03-25 12:00,2
200,1,中远海控H股在A股收盘后大幅反弹！,03-25 11:59,2
389,2,$中远海控(SH601919)$结合近期的股价表现大胆预测年报,03-25 11:58,2
191,2,$中远海控(SH601919)$做t变成了补仓！还是继续躺平吧,03-25 11:58,2
187,1,对于这个市场我感觉绝望了[好困惑],03-25 11:55,2
112,0,垃圾,03-25 11:55,2
188,2,都不懂哪里出问了，,03-25 11:52,2
724,0,2022/3/25 上午个股资金净流出排名前五十,03-25 11:48,1
431,2,海控，现在真是看不懂你啊！如果31日分红你再不给点力,03-25 11:48,1
111,0,昨天看到下午急拉，就开溜了。今天果真下挫。,03-25 11:47,2
458,5,$中远海控(SH601919)$这次我真的知道为什么在短时间内,03-25 11:46,2
122,0,$中远海控(SH601919)$都说了年报前还会收割一波,03-25 11:45,2
96,0,$中远海控(SH601919)$真垃圾,03-25 11:45,2
127,0,100亿融资盘扛得住？,03-25 11:43,2
448,8,$中远海控(SH601919)$全部割肉走了。取消关注！亏了三,03-25 11:42,2
118,0,70多万散户，他不跌，还有流动性吗？,03-25 11:42,2
228,2,你能说出今天大跌的原因吗[为什么]主力主动溜出！,03-25 11:41,2
309,5,21在坚持！！！,03-25 11:39,1
112,0,这是往过年的时候14.4去的节奏,03-25 11:38,2
271,2,海运价格翻了十好几倍，利润翻了又翻，而股价喋喋不休,03-25 11:38,2
607,10,$中远海控(SH601919)$割完，闪人，已无药可救,03-25 11:37,2
104,0,$中远海控(SH601919)$现代版的“刻舟求剑”,03-25 11:37,1
92,0,$中远海控(SH601919)$浪费时间，市场都反弹了，这还在,03-25 11:36,2
480,2,$中远海控(SH601919)$兄弟们看图[微笑],03-25 11:35,2
203,1,近期都在玩海控，越来越看不懂这股，16.96的本，半仓,03-25 11:34,1
116,0,$中远海控(SH601919)$真好,03-25 11:33,2
1370,20,自从有了钉子户和青岛鹏哥每天的分析，这股就不行了,03-25 11:32,1
174,1,$中远海控(SH601919)$这些外资披着洋皮，干着吃人的狼,03-25 11:30,2
118,0,笑死我了，哈哈哈，15.5,03-25 11:30,2
1414,9,中远海控主力完全控盘,03-25 11:30,2
263,5,$中远海控(SH601919)$16.03买到你，今天有点背。。。,03-25 11:29,1
114,0,$中远海控(SH601919)$沉船了？越跌越买,03-25 11:29,2
105,0,$中远海控(SH601919)$真没见过更烂的股票了，认栽。亏,03-25 11:29,2
118,0,$中远海控(SH601919)$完了，无底洞,03-25 11:26,2
97,0,垃圾海控垃圾万,03-25 11:26,2
101,0,这是怎么了呀,03-25 11:25,2
127,0,先抑后扬，关注下周后势,03-25 11:25,2
702,3,资金这个抛法，明显年报会有利空，除了大额计提之外我,03-25 11:25,2
102,0,估计又套住不少,03-25 11:24,2
108,0,$中远海控(SH601919)$都套住了，没本钱买了！,03-25 11:23,2
105,0,$中远海控(SH601919)$今天必须跌停，不破不立,03-25 11:23,2
117,0,什么14元、12元、3元。跌到一元以下退市好了,03-25 11:21,2
104,0,是不是有猫病，涨的时候装死，跌的时候勇往直前,03-25 11:20,2
113,0,$中远海控(SH601919)$上午虽然16.03进来就套，但昨天1,03-25 11:19,1
102,0,$中远海控(SH601919)$就一个词臭不要脸了。,03-25 11:18,2
109,0,$中远海控(SH601919)$这是一年亏七百亿吧,03-25 11:17,2
95,0,$中远海控(SH601919)$就你这衰仔样，怎么敢打广告的。,03-25 11:17,2
114,0,众筹看病。,03-25 11:17,1
104,0,$中远海控(SH601919)$别害股民了快退市吧,03-25 11:17,2
138,0,基本没有主动进攻，空方信心全没估计就是因为分红吓死,03-25 11:17,2
107,0,$中远海控(SH601919)$到15就买，主力砸大宗交易，散户,03-25 11:17,2
312,3,不管涨跌，坚定持股至3月31日年报,03-25 11:15,2
106,0,15不破，搞毛线啊,03-25 11:14,2
114,0,天天说分红，分红有个用，拿你的钱分你，还特么要交税,03-25 11:14,2
108,0,垃圾不想骂就走了,03-25 11:14,2
92,0,真是狗哦,03-25 11:13,2
545,9,买1-5都是4位数，卖1-5都是3位数，股价却是大跌的，你,03-25 11:13,2
102,0,版块都被他拉下来，垃圾。,03-25 11:13,2
3322,105,$中远海控(SH601919)$再一次含泪割肉九万股，剩一万股,03-25 11:12,2
128,0,$中远海控(SH601919)$可能万董的分红方案，不尽人意罢,03-25 11:12,2
112,0,$中远海控(SH601919)$早说了下跌趋势改变不了，那些托,03-25 11:11,2
105,0,$中远海控(SH601919)$使劲买,03-25 11:11,2
286,1,$中远海控(SH601919)$想知道，上海港现在还在上班吗？,03-25 11:10,1
95,0,死磕到底,03-25 11:09,2
110,0,$中远海控(SH601919)$无脊椎动物,03-25 11:06,2
130,0,$中远海控(SH601919)$现在知道这个股有多垃圾了吧[大,03-25 11:06,2
282,2,$中远海控(SH601919)$继续下跌，免得韭菜们看见涨了点,03-25 11:05,2
162,0,没有只涨不跌的股票，只有跌跌不休的股票，喏，这就是,03-25 11:05,2
121,0,$中远海控(SH601919)$感觉深不见底了,03-25 11:05,2
101,0,$中远海控(SH601919)$垃圾,03-25 11:05,2
97,0,$中远海控(SH601919)$海狗真的狗,03-25 11:04,2
91,0,三到五连跌～,03-25 11:04,2
102,0,$中远海控(SH601919)$被韭菜控盘的股票都是这样的走势,03-25 11:04,2
87,0,海控主力你草,03-25 11:04,2
99,0,$中远海控(SH601919)$破完16就该破15了,03-25 11:04,2
406,1,中远海控；死活i不跌破16元！这是要搞事吗？,03-25 11:03,2
111,0,我都不敢和别人说我拿着海控我怕我会丢人,03-25 11:03,2
106,0,回到5元时代可以考虑进,03-25 11:03,1
95,0,$中远海控(SH601919)$16.03进来又套上,03-25 11:03,1
113,0,砸么想砸的，又怕给人家吸筹，这主力册那犹豫不决。要,03-25 11:03,2
111,0,$中远海控(SH601919)$废了,03-25 11:02,2
108,0,啦啦啦啦，说了多次，15.5,03-25 11:02,1
651,11,16保卫战大家参与了不，我参与了,03-25 11:02,2
378,6,今天大概率要破16了吧,03-25 11:00,2
111,0,$中远海控(SH601919)$这个走势，估计年报没分红[成交],03-25 10:59,2
100,0,割肉 离场,03-25 10:58,1
92,0,这就是所谓的变盘么？,03-25 10:57,2
114,0,做空的力量太强大了，无脊椎机构手里到底多少融券,03-25 10:57,2
91,0,$中远海控(SH601919)$今天跑的应该是北向资金,03-25 10:57,1
509,1,我不相信机构对分红一点消息没有，现在这状况只能说明,03-25 10:56,1
109,0,一个散户控盘的股票,03-25 10:56,2
425,6,$中远海控(SH601919)$再熬几天会有一波拉升，海控的合,03-25 10:55,1
91,0,死垃圾，无语,03-25 10:54,2
569,8,$中远海控(SH601919)$18的本。23号16.30割肉卖了海控,03-25 10:54,1
108,0,$中远海控(SH601919)$完全不跟板块走，怎么玩？板块涨,03-25 10:53,2
721,5,新闻看到蛋饼发声，立刻来看海控，果然[大笑][大笑][,03-25 10:49,2
105,0,先清了再说,03-25 10:47,2
109,0,惊不惊喜意不意外，今天放量了，但却是下跌放量。,03-25 10:47,2
420,2,上证跌时它跑得快，上证涨时跟不上。港股跌时它要跟，,03-25 10:47,2
562,0,解读集合竞价,03-25 10:45,1
440,2,$中远海控(SH601919)$中国出口集装箱运价综合指数本周,03-25 10:44,1
277,0,$中远海控(SH601919)$今天可以建仓$阳光城(SZ000671)$,03-25 10:43,2
89,0,$中远海控(SH601919)$玩,03-25 10:43,2
94,0,$中远海控(SH601919)$上次说回购，多久了，回购呢？,03-25 10:43,2
403,10,$中远海控(SH601919)$控老板走的是哪个板块啊？,03-25 10:41,2
353,5,太垃圾了，16都跌不破，没吃饱饭么[困顿],03-25 10:41,2
103,0,送钱了，这么好业绩公司股价，比不上亏本公司的股价，,03-25 10:39,1
103,0,$中远海控(SH601919)$别接，破16。,03-25 10:37,2
